,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
3129,Revue,https://www.crunchbase.com/organization/revue,"Utrecht, Utrecht, The Netherlands","Email Marketing, Internet, Social News",Angel,2016-12-13,400000.0,EUR,425147.0,11-50,400000.0,EUR,425147.0,1.0,,,,,,2.0,,,,For Profit,2015-02-01,https://twitter.com/revue,https://www.facebook.com/getrevue,https://www.linkedin.com/company/revue-co,Seed,,,Less than $1M
3147,Matrubharti,https://www.crunchbase.com/organization/matrubharti,"Ahmedabad, Gujarat, India","EBooks, Media and Entertainment, Publishing, Social Network",Angel,2019-04-01,111000.0,USD,111000.0,11-50,441000.0,USD,441000.0,4.0,,,,,,2.0,,,,For Profit,2015-02-11,https://twitter.com/matrubharti,https://www.facebook.com/matrubharti,,Seed,,,$1M to $10M
3149,VLNComm,https://www.crunchbase.com/organization/vlncomm-inc,"Charlottesville, Virginia, United States","Network Hardware, Optical Communication, Wireless",Angel,2017-11-05,2600000.0,USD,2600000.0,11-50,2600000.0,USD,2600000.0,2.0,,,,,,3.0,,,,For Profit,2015-02-01,https://twitter.com/vlncomm?lang=en,https://www.facebook.com/search/top/?q=vlncomm,https://www.linkedin.com/company/6381262/,Seed,,,Less than $1M
3188,Sureal Music,https://www.crunchbase.com/organization/sureal-music,"Cleveland, Ohio, United States","Collaborative Consumption, Music, Real Time, Social Network",Angel,2015-10-02,1425000.0,USD,1425000.0,11-50,1425000.0,USD,1425000.0,1.0,,,,,,3.0,,,,For Profit,2015-02-14,https://twitter.com/sureal_music,https://www.facebook.com/SurealMusicRevolution/,https://www.linkedin.com/company/10198608,Seed,,,$1M to $10M
3207,Qoobex,https://www.crunchbase.com/organization/qoobex,"Roslyn, New York, United States","3D Technology, Broadcasting, Media and Entertainment, Social Network, Virtual Reality",Angel,2016-08-30,,,,1-10,400000.0,USD,400000.0,2.0,,,,,,1.0,,,,For Profit,2015-02-15,https://twitter.com/qoobex,https://www.facebook.com/qoobex/,https://www.linkedin.com/company/10405129,Seed,,,$1M to $10M
3209,Shake-on,https://www.crunchbase.com/organization/shake-on,"Delft, Zuid-Holland, The Netherlands","Big Data, Information Technology, Internet of Things, Software",Angel,2015-09-01,100000.0,EUR,113022.0,1-10,100000.0,EUR,113022.0,1.0,,,,,,3.0,,,,,2015-02-01,https://twitter.com/Shake_on_bv,https://www.facebook.com/shake.on,https://www.linkedin.com/company/shake-on,Seed,,,$1M to $10M
3214,Zappka,https://www.crunchbase.com/organization/zappka,"Gurgaon, Haryana, India","iOS, Location Based Services, Mobile, Mobile Apps, Social, Social Network",Angel,2016-03-04,100000.0,USD,100000.0,1-10,100000.0,USD,100000.0,1.0,,,,,,2.0,,,,,2015-02-14,http://www.twiter.com/izappka,http://www.facebook.com/zappka,https://www.linkedin.com/company/3780373,Seed,,,Less than $1M
3218,Salted Earth,https://www.crunchbase.com/organization/salted-earth,"Chandler, Arizona, United States","Law Enforcement, Training",Angel,2015-04-14,450000.0,USD,450000.0,1-10,550000.0,USD,550000.0,2.0,,,,,,1.0,,,,,2015-02-01,https://www.twitter.com/thesaltedearth,https://www.facebook.com/thesaltedearth,,Seed,,,Less than $1M
3225,Riglobe,https://www.crunchbase.com/organization/riglobe-revolution-wireless-global,"Singapore, Central Region, Singapore","Advertising Platforms, Big Data, Internet, Telecommunications, Wireless",Angel,2016-06-20,,,,51-100,11000.0,USD,11000.0,2.0,,,,,,,,,,For Profit,2015-02-10,https://twitter.com/riglobe2015,https://www.facebook.com/riglobe/,https://www.linkedin.com/company/riglobe,Seed,,,Less than $1M
3237,Marketcloud,https://www.crunchbase.com/organization/herapi,"Bologna, Emilia-Romagna, Italy","Apps, E-Commerce, Internet, Software",Angel,2016-10-01,,,,1-10,25000.0,USD,25000.0,2.0,,,,,,3.0,,,,For Profit,2015-02-02,https://twitter.com/Marketcloudit,https://www.facebook.com/Marketcloud,,Seed,,,Less than $1M
3246,JurisOffice LLC,https://www.crunchbase.com/organization/jurisoffice-llc,"New York, New York, United States","Legal, Software",Angel,2016-01-13,,,,1-10,50000.0,USD,50000.0,2.0,,,,,,,,,,For Profit,2015-02-15,https://www.twitter.com/jurisofficebr,https://www.facebook.com/jurisoffice,,Seed,,,Less than $1M
3259,Shosha,https://www.crunchbase.com/organization/shosha,"Shenzhen, Guangdong, China","Apps, Social Media, Video",Angel,2015-06-22,30000.0,USD,30000.0,1-10,30000.0,USD,30000.0,1.0,,,,,,,,,,For Profit,2015-02-13,https://www.twitter.com/shoshaapp,https://www.facebook.com/345916635611590,,Seed,,,$1M to $10M
3319,Kyper,https://www.crunchbase.com/organization/kyper-data-technologies,"Cambridge, Massachusetts, United States","Data Integration, Data Visualization, Information Technology, Internet, Internet of Things, Logistics",Angel,2015-04-25,,,,1-10,,,,2.0,,,,,,3.0,,,,For Profit,2015-02-01,https://twitter.com/kyperdata,https://www.facebook.com/kyperdata/,https://www.linkedin.com/company/kyper-data-technologies,Seed,,,Less than $1M
3560,PT Ltd Tales of Coffee,https://www.crunchbase.com/organization/pt-ltd-tales-of-coffee,"Jakarta, Jakarta Raya, Indonesia","B2B, Coffee, Food and Beverage",Angel,2016-02-01,,,,1-10,,,,1.0,,,,,,1.0,,,,,2015-02-15,,,,Seed,,,Less than $1M
