,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
6980,Seven Motors Private Limited,https://www.crunchbase.com/organization/seven-motors-private-limited,"Kakinada, Andhra Pradesh, India","Automotive, Education",Seed,2016-01-11,,,,1-10,,,,1.0,,,,,,4.0,,,,For Profit,2015-06-22,https://www.twitter.com/77motors,https://www.facebook.com/7motorsatv,,Seed,,,$1M to $10M
7091,Feel,https://www.crunchbase.com/organization/sentio-solutions-inc,"San Francisco, California, United States","Biotechnology, Health Care, Health Diagnostics, Health Insurance, Medical Device, Psychology",Seed,2019-10-10,4500000.0,USD,4500000.0,11-50,6300000.0,USD,6300000.0,10.0,,,,,,2.0,,,,For Profit,2015-07-20,https://twitter.com/Feelprogram,https://www.facebook.com/FeelEmotionSensor/,https://www.linkedin.com/company/sentio-solutions-inc-,Seed,,,$1M to $10M
7110,LenDenClub,https://www.crunchbase.com/organization/lenden-club,"Mumbai, Maharashtra, India","Impact Investing, Internet, Peer to Peer",Seed,2019-08-29,71600000.0,INR,998744.0,51-100,1610509.0,USD,1610509.0,6.0,,,,,,2.0,,,,For Profit,2015-07-07,https://twitter.com/LenDenClub,https://www.facebook.com/lendenclub,https://www.linkedin.com/company/lenden-club?trk=biz-companies-cym,Seed,,,$1M to $10M
7111,Donut Media,https://www.crunchbase.com/organization/donut-media,"Los Angeles, California, United States","Automotive, Digital Entertainment, Digital Media",Seed,2018-08-02,,,,1-10,800000.0,USD,800000.0,4.0,,,,,,2.0,,,,For Profit,2015-07-01,https://twitter.com/donut_media,https://www.facebook.com/donutmedia,https://www.linkedin.com/company-beta/6589845/,Seed,,,$1M to $10M
7118,RangeForce,https://www.crunchbase.com/organization/vequrity,"Manassas, Virginia, United States","Cyber Security, Information Technology, SaaS, Security, Software, Training",Seed,2019-05-22,3000000.0,USD,3000000.0,11-50,3000000.0,USD,3000000.0,2.0,,,,,,4.0,,,,For Profit,2015-07-20,https://twitter.com/RangeForce,https://www.facebook.com/rangeforceglobal/,https://www.linkedin.com/company/rangeforce/,Seed,,,$1M to $10M
7121,Scoutible,https://www.crunchbase.com/organization/scoutible,"San Francisco, California, United States","Big Data, Human Resources, Recruiting, Video Games",Seed,2017-10-25,5000000.0,USD,5000000.0,1-10,6500000.0,USD,6500000.0,2.0,,,,,,1.0,,,,For Profit,2015-07-25,https://twitter.com/scoutible,https://www.facebook.com/scoutible/,https://www.linkedin.com/company/scoutible,Seed,,,$1M to $10M
7127,ready2order,https://www.crunchbase.com/organization/ready2order,"Vienna, Wien, Austria","Financial Services, FinTech, Mobile Payments, Payments",Seed,2020-02-18,5000000.0,EUR,5398250.0,51-100,5000000.0,EUR,5398250.0,3.0,,,,,,4.0,,,,For Profit,2015-07-17,,https://www.facebook.com/ready2order?_rdr=p,https://www.linkedin.com/company/ready2order-gmbh,Seed,,,$1M to $10M
7131,Shelf,https://www.crunchbase.com/organization/shelf-io,"Stamford, Connecticut, United States","Knowledge Management, SaaS, Software",Seed,2017-06-26,2200000.0,USD,2200000.0,11-50,2200000.0,USD,2200000.0,1.0,,,,,,3.0,,,,For Profit,2015-07-01,https://twitter.com/shelf_io,https://www.facebook.com/Shelfio-487695634763247/,https://www.linkedin.com/company/shelf.io/,Seed,,,$1M to $10M
7133,Charlie,https://www.crunchbase.com/organization/charliehr,"London, England, United Kingdom","Business Development, Human Resources, Small and Medium Businesses, Software",Seed,2017-05-09,,,,11-50,1000000.0,GBP,1421451.0,3.0,,,,,,3.0,,,,For Profit,2015-07-01,http://www.twitter.com/joincharlie,https://www.facebook.com/joincharlie,https://www.linkedin.com/company/charliehr/about/,Seed,,,$1M to $10M
7135,TrueCare24,https://www.crunchbase.com/organization/truecare24,"San Francisco, California, United States","Developer APIs, Elder Care, Elderly, Health Care, Home Health Care, Information Technology, mHealth",Seed,2017-08-31,1000000.0,USD,1000000.0,11-50,1300000.0,USD,1300000.0,3.0,,,,,,3.0,,,,For Profit,2015-07-01,https://twitter.com/TrueCare24,https://www.facebook.com/TrueCare24,https://www.linkedin.com/company/truecare24,Seed,,,Less than $1M
